time,size,raw_hex
11.989,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e01000000000000000183390b
12.137,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e00000000000000000183390b
13.044,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e20000000000000000183390b
13.13,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e00000000000000000183390b
13.427,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e01000000000000000183390b
13.557,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e0000000000000000c06b561c
14.839,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e1000000000000000c0f67765
15.016,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000001000000
15.112,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e100000000000000000000000
15.22,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000001000000
15.316,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e100000000000000000000000
15.423,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000010000000
15.494,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e100000000000000000000000
15.578,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000001000000
15.638,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e010000000000000000000000
15.66,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000000000000
16.347,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e20000000000000006007b534
16.453,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000000000000
16.555,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e2000000000000000c0f67765
16.653,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000001000000
16.739,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e010000000000000000000000
16.84,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e00000000000000006007b534
17.623,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e010000000000000001000000
17.766,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e00000000000000001800805e
18.459,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e0100000000000000c0f61765
18.594,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000000000000
19.251,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e200000000000000010000000
19.337,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000000000000
19.539,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e800000000000000001000000
19.658,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000001000000
19.81,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e800000000000000080000000
19.907,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000000000000
19.982,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e0100000000000000c01943d4
20.098,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e00000000000000005fefafb5
20.661,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e8000000000000000c0f69765
20.737,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000060edb434
20.848,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e800000000000000080000000
20.956,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e0000000000000000c0f61765
21.056,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e8000000000000000c0f61765
21.147,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e00000000000000000183390b
21.31,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e200000000000000001000000
21.429,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000001000000
23.719,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e040000000000000000000000
23.843,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000060000000
24.78,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e400000000000000000000000
24.949,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000001000000
25.511,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e800000000000000001000000
25.627,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e0000000000000000c0f67765
25.766,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e10000000000000000183390b
25.901,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000001000000
26.489,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e2000000000000000f168e388
26.614,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000000000000
26.657,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e010000000000000000000000
26.816,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000000000000
27.34,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e0400000000000000c0000000
27.469,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000000000000
28.272,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e400000000000000001000000
28.434,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000080000000
28.531,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e01000000000000000183390b
28.674,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e00000000000000000183390b
31.819,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e10000000000000000000ffff
31.944,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e00000000000000000183390b
32.546,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e20000000000000000183390b
32.648,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e00000000000000000183390b
32.698,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e040000000000000001000000
32.846,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000001000000
33.418,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e100000000000000001000000
33.511,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e00000000000000000183390b
34.813,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e0100000000000000c0000000
34.867,45,e90719011201030000000000000000f6cf3244000000000000000013ff4255544e000000000000000010000000
57.825,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e010000005a172d575a172d57
57.935,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e000000005a172d575a172d57
58.882,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e010000005a172d575a172d57
58.973,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e000000005a172d575a172d57
60.394,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e010000005a172d575a172d57
60.58,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e000000005a172d575a172d57
63.535,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e080000005a172d575a172d57
63.661,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e000000005a172d575a172d57
65.174,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e400000005a172d575a172d57
65.359,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e000000005a172d575a172d57
68.01,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e010000005a172d575a172d57
68.165,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e000000005a172d575a172d57
68.382,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e001000005a172d575a172d57
68.474,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e000000005a172d575a172d57
68.906,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e200000005a172d575a172d57
68.999,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e000000005a172d575a172d57
69.091,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e010000005a172d575a172d57
69.153,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e000000005a172d575a172d57
69.401,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e040000005a172d575a172d57
69.525,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e000000005a172d575a172d57
69.957,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e010000005a172d575a172d57
70.052,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff4255544e000000005a172d575a172d57
71.874,45,e9071901120103c37dc6794b11c8de00000000000000000000000013ff535354410300000070eda21903000000
72.202,45,e9071901120103c37dc6794b11c8de00000000000000000000000000004255544e010000005a172d575a172d57
72.825,45,e9071901120103c37dc6794b11c8de00000000000000000000000000004255544e011000005a172d575a172d57
73.216,45,e9071901120103c37dc6794b11c8de00000000000000000000000000004255544e010000005a172d575a172d57
73.374,45,e9071901120103c37dc6794b11c8de00000000000000000000000000004255544e011000005a172d575a172d57
74.722,45,e9071901120103c37dc6794b11c8de00000000000000000000000000004c474f54000000000000000000000000
74.83,45,e9071901120103c37dc6794b11c8de000000000000000000000000000053434152030056730000000000000000
75.093,45,e9071901120103c37dc6794b11c8ded436883e050000000500000013ff4255544e01000000000000005a172d57
75.146,45,e9071901120103c37dc6794b11c8def13ba33e060000000600000013ff4255544e00000000000000005a172d57
75.302,45,e9071901120103c37dc6794b11c8debd98f33e090000000900000013ff4255544e40000000000000005a172d57
76.227,45,e9071901120103c37dc6794b11c8de2941b33f1c0000001c00000013ff4255544e00100000000000005a172d57
76.776,45,e9071901120103c37dc6794b11c8de418cf93f270000002700000013ff4255544e40100000000000005a172d57
