time,size,raw_hex
74.833,231,e907190112010cc37dc6794b11c8de00000000000000000000000013ff07121100010f1515000000131200010f1a1a420200070700010f2020e00e00080800010f19192e160011100000011111f2fd0011100000021111f2fd0011100000031111f2fd0011100000031111f2fd0011100001051111f2fd0011100001051111f2fd0011100001061111f2fd0011100000071111f2fd00121100000215150000001211000106151500000113120000011a1a42020007070001002020e00e0007070001002020e00e0007070001002020e00e00080800010019192e1600080800010019192e16000d
74.909,231,e907190112010cc37dc6794b11c8de23dca43d010000000100000013ff08121100010f1414b8fd00131200010f1919000001070700010f1f1f020c00080800010f181883130011100000011010a4fb0011100000021010a4fb0011100000031010a4fb0011100000031010a4fb0011100001051010a4fb0011100001051010a4fb0011100001061010a4fb0011100000071010a4fb0012110000021414b8fd0012110001061414b8fd001312000001191900000007070001001f1f020c0007070001001f1f020c0007070001001f1f020c00080800010018188313000808000100181883130001
74.935,231,e907190112010cc37dc6794b11c8de288cdb3d020000000200000013ff09121100010f1515000000131200010f1a1a520200070700010f20202f0e00080800010f1919ab150011100000011111e4fd0011100000021111e4fd0011100000031111e4fd0011100000031111e4fd0011100001051111e4fd0011100001051111e4fd0011100001061111e4fd0011100000071111e4fd00121100000215150000001211000106151500000113120000011a1a520200070700010020202f0e00070700010020202f0e00070700010020202f0e0008080001001919ab150008080001001919ab15000d
74.988,231,e907190112010cc37dc6794b11c8def44b243e030000000300000013ff0a121100010f1616000000131200010f1b1b500200070700010f2121c00e00080800010f1a1a3f160011100000011212e6fd0011100000021212e6fd0011100000031212e6fd0011100000031212e6fd0011100001051212e6fd0011100001051212e6fd0011100001061212e6fd0011100000071212e6fd00121100000216160000001211000106161600000113120000011b1b50020007070001002121c00e0007070001002121c00e0007070001002121c00e0008080001001a1a3f160008080001001a1a3f16000d
75.041,231,e907190112010cc37dc6794b11c8defe085a3e040000000400000013ff0b121100010f1414000001131200010f1919360200070700010f1e1e0a0e00080800010f181875150011100000021010fdfd0011100000031010fdfd0011100000031010fdfd0011100001051010fdfd0011100001051010fdfd0011100001061010fdfd0011100001061010fdfd0011100000071010fdfd0012110000011414000000121100000214140000001312000001191936020007070001001e1e0a0e0007070001001e1e0a0e0007070001001e1e0a0e00080800010018187515000808000100181875150000
75.094,231,e907190112010cc37dc6794b11c8ded436883e050000000500000013ff0c121100010f1515000001131200010f1b1b400200070700010f2121960e00080800010f1a1af5150011100000021111f5fd0011100000031111f5fd0011100000031111f5fd0011100001051111f5fd0011100001051111f5fd0011100001061111f5fd0011100001061111f5fd0011100000071111f5fd00121100000115150000001211000002151500000013120000011b1b40020007070001002121960e0007070001002121960e0007070001002121960e0008080001001a1af5150008080001001a1af5150000
75.146,231,e907190112010cc37dc6794b11c8def13ba33e060000000600000013ff0d121100010f1414b8fd00131200010f1919000000070700010f1f1f050c00080800010f181884130011100000011010a5fb0011100000021010a5fb0011100000031010a5fb0011100000031010a5fb0011100001051010a5fb0011100001051010a5fb0011100001061010a5fb0011100000071010a5fb0012110000011414b8fd0012110000021414b8fd001312000106191900000107070001001f1f050c0007070001001f1f050c0007070001001f1f050c0008080001001818841300080800010018188413000e
75.198,231,e907190112010cc37dc6794b11c8de9d1fbe3e070000000700000013ff0e121100010f1515dffd00131200010f1a1a000001070700010f2020c10c00080800010f19197f130011100000011111eefb0011100000021111eefb0011100000031111eefb0011100000031111eefb0011100001051111eefb0011100001051111eefb0011100001061111eefb0011100000071111eefb0012110000021515dffd0012110001061515dffd0013120000011a1a00000007070001002020c10c0007070001002020c10c0007070001002020c10c00080800010019197f1300080800010019197f130001
75.25,231,e907190112010cc37dc6794b11c8de2dead83e080000000800000013ff0f121100010f1515e6fd00131200010f1a1a000001070700010f2020ac0c00080800010f191969130011100000011111fcfb0011100000021111fcfb0011100000031111fcfb0011100000031111fcfb0011100001051111fcfb0011100001051111fcfb0011100001061111fcfb0011100000071111fcfb0012110000021515e6fd0012110001061515e6fd0013120000011a1a00000007070001002020ac0c0007070001002020ac0c0007070001002020ac0c00080800010019196913000808000100191969130001
75.302,231,e907190112010cc37dc6794b11c8debd98f33e090000000900000013ff10121100010f1515000000131200010f1919820200070700010f1f1f9c0d00080800010f191969150011100000011111b9fd0011100000021111b9fd0011100000031111b9fd0011100000031111b9fd0011100001051111b9fd0011100001051111b9fd0011100001061111b9fd0011100000071111b9fd0012110000021515000000121100010615150000011312000001191982020007070001001f1f9c0d0007070001001f1f9c0d0007070001001f1f9c0d0008080001001919691500080800010019196915000d
75.354,231,e907190112010cc37dc6794b11c8deed18073f0a0000000a00000013ff11121100010f1515000001131200010f1b1b4d0200070700010f2121780e00080800010f1a1aed150011100000011111e9fd0011100000021111e9fd0011100000031111e9fd0011100000031111e9fd0011100001051111e9fd0011100001051111e9fd0011100001061111e9fd0011100000071111e9fd00121100000115150000001211000002151500000013120001061b1b4d020007070001002121780e0007070001002121780e0007070001002121780e0008080001001a1aed150008080001001a1aed150000
75.406,231,e907190112010cc37dc6794b11c8deea61143f0b0000000b00000013ff12121100010f1515000000131200010f1a1a480200070700010f2020f90e00080800010f19194d160011100000011111edfd0011100000021111edfd0011100000031111edfd0011100000031111edfd0011100001051111edfd0011100001051111edfd0011100001061111edfd0011100000071111edfd00121100000215150000001211000106151500000113120000011a1a48020007070001002020f90e0007070001002020f90e0007070001002020f90e00080800010019194d1600080800010019194d16000d
75.459,231,e907190112010cc37dc6794b11c8de87ac213f0c0000000c00000013ff13121100010f1616000000131200010f1b1b120200070700010f2121e30e00080800010f1a1aad1500111000000112121efe00111000000212121efe00111000000312121efe00111000000312121efe00111000010512121efe00111000010512121efe00111000010612121efe00111000000712121efe00121100000216160000001211000106161600000113120000011b1b12020007070001002121e30e0007070001002121e30e0007070001002121e30e0008080001001a1aad150008080001001a1aad15000d
75.485,231,e907190112010cc37dc6794b11c8de0f52283f0d0000000d00000013ff00121100010f1414b0fc00131200010f1919000001070700010f1e1e3e0c00080800010f1818c0120011100000021010adf90011100000031010adf90011100000031010adf90011100001051010adf90011100001051010adf90011100001061010adf90011100001061010adf90011100000071010adf90012110000011414b0fc0012110000021414b0fc001312000001191900000007070001001e1e3e0c0007070001001e1e3e0c0007070001001e1e3e0c0008080001001818c0120008080001001818c0120001
