tempo,space_world_positionX,space_world_positionY,space_world_positionZ,space_world_velocityX,space_world_velocityY,space_world_velocityZ,world_foward_directionX,world_foward_directionY,world_foward_directionZ,world_right_directionX,world_right_directionY,world_right_directionZ,g_force_lateral,g_force_longitudinal,g_force_vertical,yaw,pitch,roll
74.833,-502.9590148925781,58.928260803222656,403.2781677246094,-0.00014467781875282526,0.0008748294785618782,-0.0008631420787423849,0.2454603717154454,0.023316141239661855,0.9691152684102908,-0.9693594164860988,-0.0036927396465956603,0.24561296426282542,0.004064341075718403,-0.010782377794384956,0.008055184967815876,0.24807108938694,-0.023329854011535645,0.003703177673742175
74.91,-502.9590148925781,58.92827224731445,403.2781677246094,-0.0005821885424666107,0.0029417024925351143,-5.915248766541481e-05,0.2454298532059694,0.023316141239661855,0.9691152684102908,-0.9693594164860988,-0.003784295175023652,0.2455824457533494,-0.0014005154371261597,-0.004896016791462898,0.02595410868525505,0.24805188179016113,-0.023337483406066895,0.0037999411579221487
74.936,-502.9590148925781,58.92827224731445,403.2781677246094,0.000437612907262519,-0.0005974341183900833,0.0002619739971123636,0.2454298532059694,0.023316141239661855,0.9691152684102908,-0.9693594164860988,-0.003784295175023652,0.2455824457533494,-0.009598842822015285,0.0017302632331848145,0.013833566568791866,0.24805454909801483,-0.02332627773284912,0.0038120634853839874
74.988,-502.9590148925781,58.92827606201172,403.2781677246094,-0.0012196771567687392,0.0028610348235815763,0.00015688299026805907,0.2454298532059694,0.023316141239661855,0.9691152684102908,-0.9693594164860988,-0.003784295175023652,0.2455824457533494,-0.013247531838715076,-0.0032827628310769796,0.02594713494181633,0.24803988635540009,-0.02333807945251465,0.003814044175669551
75.041,-502.9590148925781,58.92829132080078,403.2781677246094,0.0015096947317942977,-0.0019776185508817434,-0.0002502166898921132,0.2454298532059694,0.023316141239661855,0.9691152684102908,-0.9693594164860988,-0.003814813684499649,0.2455519272438734,0.020622016862034798,0.0011761938221752644,-0.03699052706360817,0.24803243577480316,-0.023345589637756348,0.0038346820510923862
75.094,-502.9590148925781,58.928253173828125,403.2781677246094,0.0005381847149692476,-0.0008420548401772976,0.0003086659125983715,0.2454298532059694,0.023316141239661855,0.9691152684102908,-0.9693594164860988,-0.003814813684499649,0.2455824457533494,-0.007894204929471016,0.0025499602779746056,0.009550923481583595,0.24803556501865387,-0.02332615852355957,0.003834992414340377
75.147,-502.9590148925781,58.92824172973633,403.2781677246094,-0.0003365136217325926,0.0015469768550246954,-0.00045659911120310426,0.24539933469649342,0.023316141239661855,0.9691152684102908,-0.9693594164860988,-0.003814813684499649,0.2455519272438734,-0.005647676065564156,-0.006871985737234354,0.017556725069880486,0.2480251044034958,-0.023342251777648926,0.0038183981087058783
75.198,-502.9564208984375,58.92790222167969,403.2887268066406,0.09798584133386612,-0.013488109223544598,0.3945367932319641,0.2454298532059694,0.02447584459974975,0.9690847499008148,-0.9693594164860988,-0.0037537766655476546,0.2455824457533494,-0.00278317928314209,0.8308660387992859,-0.04250693693757057,0.24805580079555511,-0.02449488639831543,0.0037729297764599323
75.251,-502.9483337402344,58.92749786376953,403.321044921875,0.20264554023742676,0.004731609020382166,0.8128798007965088,0.2454908902249214,0.0249946592608417,0.9690542313913388,-0.9693288979766228,-0.003784295175023652,0.2456740012817774,-0.00222952663898468,0.8598194122314453,0.04770931228995323,0.2481234222650528,-0.025017738342285156,0.003794102929532528
75.302,-502.9348449707031,58.92877960205078,403.375,0.3069929778575897,0.040446992963552475,1.2291284799575806,0.2455824457533494,0.025086214789269694,0.9690237128818628,-0.9692983794671468,-0.003784295175023652,0.2457655568102054,-0.0017699599266052246,0.8323900103569031,0.03672265261411667,0.2482224851846695,-0.02511465549468994,0.0037990217097103596
75.354,-502.9159851074219,58.93143081665039,403.4503173828125,0.4101581275463104,0.05668286606669426,1.6394389867782593,0.2457045197912534,0.02511673329874569,0.9689931943723868,-0.9692678609576708,-0.003784295175023652,0.24588763084810938,-0.0015638917684555054,0.825847864151001,-0.002232668921351433,0.2483483999967575,-0.02512812614440918,0.0038070089649409056
75.406,-502.8917541503906,58.93457794189453,403.5470886230469,0.5159980058670044,0.06419869512319565,2.059282064437866,0.2458571123386334,0.025086214789269694,0.9689626758629108,-0.9692373424481948,-0.003814813684499649,0.24604022339548937,-0.0011520087718963623,0.8723172545433044,-0.003346165642142296,0.2484995722770691,-0.02511894702911377,0.0038181704003363848
75.459,-502.8619384765625,58.93817901611328,403.6660461425781,0.6251716613769531,0.07480069249868393,2.491297960281372,0.24604022339548937,0.025177770317697683,0.9689016388439589,-0.9692068239387188,-0.003814813684499649,0.24619281594286935,-0.0008169710636138916,0.881010115146637,-0.00021241046488285065,0.2486739158630371,-0.025205016136169434,0.0038301926106214523
75.485,-502.8448486328125,58.94022750854492,403.7340393066406,0.6815438866615295,0.0822964459657669,2.7138850688934326,0.24613177892391735,0.02523880733664968,0.9689016388439589,-0.9691763054292428,-0.003814813684499649,0.24628437147129734,-0.0005574673414230347,0.9174954891204834,0.008742453530430794,0.24876895546913147,-0.025266170501708984,0.003829023102298379
75.538,-502.80584716796875,58.94495391845703,403.88897705078125,0.7966514825820923,0.09715709090232849,3.1674723625183105,0.24631488998077333,0.025360881374553668,0.9688406018250069,-0.9691152684102908,-0.003814813684499649,0.2464980010376293,-0.00018322467803955078,0.9115501642227173,0.0037269406020641327,0.2489757090806961,-0.025370240211486816,0.0038220989517867565
75.591,-502.7605895996094,58.950496673583984,404.0686950683594,0.9140157699584961,0.1122794970870018,3.6288933753967285,0.2465285195471053,0.02542191839350566,0.9687795648060549,-0.9690542313913388,-0.003814813684499649,0.2467116306039613,6.538629531860352e-05,0.9203771352767944,0.005310662090778351,0.24920372664928436,-0.025451064109802246,0.0038163757417351007
75.644,-502.7088317871094,58.95686340332031,404.2740478515625,1.0343141555786133,0.12746062874794006,4.100721836090088,0.2467726676229133,0.025513473921933653,0.9687185277871029,-0.9689931943723868,-0.003784295175023652,0.24695577867976928,0.0004123002290725708,0.9545269012451172,0.007152538746595383,0.24945378303527832,-0.02553403377532959,0.003810395020991564
75.697,-502.6505432128906,58.96400833129883,404.5047302246094,1.1554415225982666,0.14154984056949615,4.574588298797607,0.24704733420819727,0.025605029450361645,0.9686574907681509,-0.9689321573534349,-0.003784295175023652,0.24723044526505325,0.0007539540529251099,0.9392558932304382,0.0010033026337623596,0.24972625076770782,-0.025621414184570312,0.0038041286170482635
75.751,-502.5856018066406,58.97196960449219,404.76123046875,1.2733970880508423,0.1570259928703308,4.9934916496276855,0.24744407483138522,0.025605029450361645,0.9685354167302469,-0.9688406018250069,-0.003967406231879635,0.24762718588824123,0.04009353369474411,0.4685344398021698,0.02381836622953415,0.2501492202281952,-0.025628089904785156,0.003981529735028744
75.803,-502.5155944824219,58.98109436035156,405.02947998046875,1.3570326566696167,0.18261274695396423,5.08324670791626,0.24860377819147314,0.02456740012817774,0.9682607501449629,-0.9685354167302469,-0.004852443006683554,0.24881740775780511,0.12642696499824524,0.213953897356987,0.028098437935113907,0.2513473927974701,-0.02457249164581299,0.004861142486333847
75.858,-502.44073486328125,58.99071502685547,405.3034973144531,1.451049566268921,0.17380982637405396,5.207368850708008,0.2511673329874569,0.024506363109225746,0.967619861445967,-0.967864009521775,-0.005127109591967528,0.2513809625537889,0.11868026107549667,0.3693428039550781,-0.05371179059147835,0.2539921998977661,-0.0245133638381958,0.00513886846601963
75.884,-502.4014587402344,58.9952392578125,405.442626953125,1.4958416223526,0.1669752150774002,5.243546962738037,0.25302896206549275,0.024506363109225746,0.9671315652943511,-0.967375713370159,-0.005279702139347514,0.2532120731223487,0.13778267800807953,0.16207455098628998,-0.030811600387096405,0.2558917999267578,-0.02452874183654785,0.005288131069391966
75.938,-502.3208312988281,59.00394058227539,405.72650146484375,1.5085049867630005,0.16265444457530975,5.392740726470947,0.2563249610889004,0.02456740012817774,0.9662465285195471,-0.966521195104831,-0.003967406231879635,0.2565080721457564,-0.12072202563285828,0.3822926878929138,-0.010220305062830448,0.2593168616294861,-0.024596333503723145,0.003973326645791531
75.991,-502.24005126953125,59.01305389404297,406.01885986328125,1.5184910297393799,0.17738084495067596,5.513766288757324,0.25797296060060426,0.024628437147129735,0.9658192693868831,-0.9660939359721671,-0.003509628589739677,0.25812555314798424,0.0023307614028453827,0.18779520690441132,0.031043780967593193,0.26101386547088623,-0.02465522289276123,0.003526869462803006
76.044,-502.1586608886719,59.022796630859375,406.3173828125,1.519403338432312,0.18504400551319122,5.644384860992432,0.25873592333750417,0.024689474166081728,0.9656056398205511,-0.9658803064058351,-0.0032959990234076968,0.2588885158848842,-0.07299209386110306,0.20076683163642883,0.0020515313372015953,0.26181307435035706,-0.024710893630981445,0.003323917044326663
76.097,-502.0763854980469,59.032596588134766,406.624267578125,1.5614993572235107,0.18438170850276947,5.832195281982422,0.25873592333750417,0.02490310373241371,0.9656056398205511,-0.9658803064058351,-0.0032959990234076968,0.2588885158848842,-0.004904314875602722,0.17884598672389984,0.008092256262898445,0.26179981231689453,-0.024914979934692383,0.0033057252876460552
76.15,-501.99224853515625,59.042484283447266,406.9387512207031,1.6105999946594238,0.1907115876674652,6.0241498947143555,0.2586748863185522,0.024933622241889705,0.9656056398205511,-0.9658803064058351,-0.0034485915707876827,0.2588579973754082,-0.0009114369750022888,0.3643987476825714,0.012950263917446136,0.2617603838443756,-0.02495265007019043,0.0034562298096716404
