tempo,last_lap_ms,current_lap_ms,setor1_ms,setor2_ms,setor3_ms,delta_carinfront_ms,delta_leader_ms,lap_distance,total_distance,delta_safetycar,grid_position,car_position,num_current_lap,pit_status,num_pitstops,num_setor,current_lap_invalid,penalties,total_warnings,corner_cutting_warning,num_unserverdDT,num_unserverdSG,driver_status,result_status,pitlane_timer_active,pitlane_time_inlane_ms,pitstop_time_ms,pitstop_shouldserve_pen,fastest_speed,num_fastlap
74.833,0,0,0,0,0,0,0,53.82196807861328,53.82196807861328,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
74.91,0,0,0,0,0,0,0,53.82196807861328,53.82196807861328,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
74.935,0,0,0,0,0,0,0,53.82196807861328,53.82196807861328,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
74.988,0,0,0,0,0,0,0,53.82196807861328,53.82196807861328,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.041,0,0,0,0,0,0,0,53.82196807861328,53.82196807861328,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.094,0,0,0,0,0,0,0,53.82196807861328,53.82196807861328,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.146,0,0,0,0,0,0,0,53.82196807861328,53.82196807861328,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.198,0,0,0,0,0,0,0,53.83283233642578,53.83283233642578,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.251,0,0,0,0,0,0,0,53.86618423461914,53.86618423461914,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.302,0,0,0,0,0,0,0,53.92179870605469,53.92179870605469,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.354,0,0,0,0,0,0,0,53.99945068359375,53.99945068359375,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.406,0,0,0,0,0,0,0,54.09923553466797,54.09923553466797,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.459,0,0,0,0,0,0,0,54.22185134887695,54.22185134887695,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.485,0,0,0,0,0,0,0,54.29198455810547,54.29198455810547,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.538,0,0,0,0,0,0,0,54.45178985595703,54.45178985595703,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.591,0,0,0,0,0,0,0,54.63713073730469,54.63713073730469,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.644,0,0,0,0,0,0,0,54.84891891479492,54.84891891479492,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.697,0,0,0,0,0,0,0,55.08686828613281,55.08686828613281,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.751,0,0,0,0,0,0,0,55.35150146484375,55.35150146484375,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.803,0,0,0,0,0,0,0,55.628753662109375,55.628753662109375,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.858,0,0,0,0,0,0,0,55.91278076171875,55.91278076171875,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.884,0,0,0,0,0,0,0,56.057308197021484,56.057308197021484,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.938,0,0,0,0,0,0,0,56.35233688354492,56.35233688354492,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
75.991,0,0,0,0,0,0,0,56.65563201904297,56.65563201904297,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.044,0,0,0,0,0,0,0,56.96502685546875,56.96502685546875,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.097,0,0,0,0,0,0,0,57.28276062011719,57.28276062011719,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.15,0,0,0,0,0,0,0,57.60833740234375,57.60833740234375,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.202,0,0,0,0,0,0,0,57.94593811035156,57.94593811035156,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.255,0,0,0,0,0,0,0,58.297218322753906,58.297218322753906,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.306,0,0,0,0,0,0,0,58.666465759277344,58.666465759277344,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.36,0,0,0,0,0,0,0,59.05718994140625,59.05718994140625,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.384,0,0,0,0,0,0,0,59.26549530029297,59.26549530029297,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.437,0,0,0,0,0,0,0,59.697113037109375,59.697113037109375,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.489,0,0,0,0,0,0,0,60.157100677490234,60.157100677490234,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.542,0,0,0,0,0,0,0,60.64458465576172,60.64458465576172,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.593,0,0,0,0,0,0,0,61.15863800048828,61.15863800048828,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.646,0,0,0,0,0,0,0,61.69565200805664,61.69565200805664,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.699,0,0,0,0,0,0,0,62.25902557373047,62.25902557373047,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.75,0,0,0,0,0,0,0,62.84674835205078,62.84674835205078,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.804,0,0,0,0,0,0,0,63.45976257324219,63.45976257324219,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.857,0,0,0,0,0,0,0,64.10646057128906,64.10646057128906,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.885,0,0,0,0,0,0,0,64.43814086914062,64.43814086914062,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.94,0,0,0,0,0,0,0,65.13155364990234,65.13155364990234,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
76.996,0,0,0,0,0,0,0,65.86333465576172,65.86333465576172,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
77.052,0,0,0,0,0,0,0,66.6291732788086,66.6291732788086,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
77.108,0,0,0,0,0,0,0,67.43258666992188,67.43258666992188,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
77.137,0,0,0,0,0,0,0,67.84806060791016,67.84806060791016,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
77.195,0,0,0,0,0,0,0,68.70948028564453,68.70948028564453,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
77.251,0,0,0,0,0,0,0,69.60860443115234,69.60860443115234,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
77.307,0,0,0,0,0,0,0,70.53704071044922,70.53704071044922,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
77.335,0,0,0,0,0,0,0,71.01233673095703,71.01233673095703,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
77.39,0,0,0,0,0,0,0,71.97216796875,71.97216796875,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
77.444,0,0,0,0,0,0,0,72.9547119140625,72.9547119140625,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
77.497,0,0,0,0,0,0,0,73.95120239257812,73.95120239257812,-0.0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,255
